Resolution,Number_of_clusters,ARI,NMI,Purity,Silhouette
0.2,6,0.8481107766842817,0.8564726782032629,0.8565840938722294,0.0523190051317215
0.3,7,0.9086792808767674,0.8901467065568631,0.9295958279009127,0.07163160294294357
0.4,7,0.9086792808767674,0.8901467065568631,0.9295958279009127,0.07163160294294357
0.5,7,0.9086792808767674,0.8901467065568631,0.9295958279009127,0.07163160294294357
0.6,8,0.7949669715289504,0.8409821554309787,0.9224250325945241,0.0811234638094902
0.8,8,0.7880400055916169,0.8353962939453843,0.9198174706649282,0.08078266680240631
1.0,9,0.7922623824264052,0.8423111145185886,0.9256844850065189,0.08449860662221909
