PC1_loading,PC2_loading,Ensembl_ID_versioned,Ensembl_ID,gene_symbol
-0.014906255083099843,0.00822696776567824,ENSG00000196427.13,ENSG00000196427,NBPF4
-0.019467174560636943,0.02017645757012536,ENSG00000238178.7,ENSG00000238178,AC078993.1
0.003804483953145123,0.023141476084861813,ENSG00000174697.5,ENSG00000174697,LEP
-0.021239208200872675,0.021866447359058624,ENSG00000244402.3,ENSG00000244402,RN7SL314P
-0.011021393553652645,0.018178946625360265,ENSG00000159212.13,ENSG00000159212,CLIC6
-0.01828685209929822,0.01373787212945865,ENSG00000162891.10,ENSG00000162891,IL20
0.016547397842215688,-0.0002799365734001733,ENSG00000170477.13,ENSG00000170477,KRT4
0.020326025588495424,0.010870340516865404,ENSG00000128422.17,ENSG00000128422,KRT17
-0.00213863144783072,0.0003720753964357711,ENSG00000154478.4,ENSG00000154478,GPR26
-0.011915392012911067,0.009494010427729899,ENSG00000140798.16,ENSG00000140798,ABCC12
-0.015053039169356136,0.009295732855684188,ENSG00000198077.10,ENSG00000198077,CYP2A7
-0.013363356433509761,0.015074037797894638,ENSG00000108576.10,ENSG00000108576,SLC6A4
-0.0007605979546157071,0.02621779089976311,ENSG00000170323.9,ENSG00000170323,FABP4
-0.029472472090643173,0.016937097652028336,ENSG00000006071.15,ENSG00000006071,ABCC8
-0.02161598201018954,0.008238587412919843,ENSG00000233041.8,ENSG00000233041,PHGR1
0.005746644999279332,0.007329023772107215,ENSG00000150893.11,ENSG00000150893,FREM2
0.020123784756446803,0.02174065654154926,ENSG00000211934.3,ENSG00000211934,IGHV1-2
0.0231967252564316,0.012554661561456794,ENSG00000211896.7,ENSG00000211896,IGHG1
0.026013518378299245,-0.00022366695598564204,ENSG00000124102.5,ENSG00000124102,PI3
-0.011041883456701491,0.007587128519201656,ENSG00000174469.23,ENSG00000174469,CNTNAP2
0.02009097384439844,0.007656864785813763,ENSG00000110195.14,ENSG00000110195,FOLR1
0.02173897089411387,0.019850671133292537,ENSG00000211945.2,ENSG00000211945,IGHV1-18
0.027417959951252097,-0.005279559977906243,ENSG00000143452.16,ENSG00000143452,HORMAD1
0.0030879055843662543,0.004598044836736476,ENSG00000171557.17,ENSG00000171557,FGG
0.029523317334515676,-0.006794047060216217,ENSG00000166535.20,ENSG00000166535,A2ML1
-0.0008406518986974708,0.010454349646620238,ENSG00000164129.12,ENSG00000164129,NPY5R
0.019582599946700145,0.011550357503357932,ENSG00000134760.6,ENSG00000134760,DSG1
-0.023823696725836205,0.018231263479164928,ENSG00000253125.1,ENSG00000253125,AC055854.1
-0.025969448040033115,0.006156211596320417,ENSG00000287952.1,ENSG00000287952,AC105328.1
0.02535985661641436,0.007441288850503532,ENSG00000228639.8,ENSG00000228639,ROCR
0.021832177988936063,0.02011944324199187,ENSG00000211659.2,ENSG00000211659,IGLV3-25
-0.008447504639423698,0.011149389619344707,ENSG00000205592.15,ENSG00000205592,MUC19
0.0055327018102433465,0.009353694155466441,ENSG00000115616.3,ENSG00000115616,SLC9A2
-0.01047344130405652,0.005616113630191205,ENSG00000263639.7,ENSG00000263639,MSMB
-0.011415636822309899,0.007525293307513753,ENSG00000129654.8,ENSG00000129654,FOXJ1
0.010905317809750185,-0.0017380351705953815,ENSG00000159263.16,ENSG00000159263,SIM2
0.021552056480150697,0.014581694394728091,ENSG00000134762.17,ENSG00000134762,DSC3
0.012907497922617327,-0.0026351998557169517,ENSG00000119547.6,ENSG00000119547,ONECUT2
-0.0033208958932464607,0.002472500468859027,ENSG00000198681.7,ENSG00000198681,MAGEA1
-0.002502291897520096,0.012303520195242923,ENSG00000147255.19,ENSG00000147255,IGSF1
-0.0114923692603434,0.015304812685558467,ENSG00000101441.4,ENSG00000101441,CST4
0.03188277817392741,-0.0032088933818209377,ENSG00000156219.17,ENSG00000156219,ART3
0.01895730047297142,0.019742705623969275,ENSG00000211669.3,ENSG00000211669,IGLV3-10
-0.022034721234252767,0.018416409534030787,ENSG00000136457.10,ENSG00000136457,CHAD
0.0013427067723571857,0.024567254652833912,ENSG00000176194.18,ENSG00000176194,CIDEA
0.02153185242451328,0.020730656022310813,ENSG00000211959.2,ENSG00000211959,IGHV4-39
-0.028939261928075773,0.020385196426759372,ENSG00000178568.15,ENSG00000178568,ERBB4
0.020434817961611798,-0.0019401024606616102,ENSG00000132164.10,ENSG00000132164,SLC6A11
-0.007108482381305197,0.004257784147380013,ENSG00000165973.19,ENSG00000165973,NELL1
0.0005786502943853084,0.011062648510840283,ENSG00000161055.4,ENSG00000161055,SCGB3A1
-0.012692319866583241,0.011055728109863026,ENSG00000248771.5,ENSG00000248771,SMIM31
0.0005362219966779227,0.03444085073657479,ENSG00000112936.19,ENSG00000112936,C7
0.002153261142662896,0.0008960694144828126,ENSG00000260265.1,ENSG00000260265,LINC02562
0.019493797503162446,0.0050632772501220035,ENSG00000071991.9,ENSG00000071991,CDH19
0.008464413563572195,0.00677456795901079,ENSG00000228630.5,ENSG00000228630,HOTAIR
0.02258840883028081,0.018566773303331237,ENSG00000117322.18,ENSG00000117322,CR2
0.009986749132375346,0.010717815605272617,ENSG00000127324.9,ENSG00000127324,TSPAN8
-0.009683691359289766,0.0034704976638467214,ENSG00000198797.7,ENSG00000198797,BRINP2
0.011349112238029037,0.018620447841501075,ENSG00000124205.18,ENSG00000124205,EDN3
0.007272034603822303,0.01130291659364838,ENSG00000077279.19,ENSG00000077279,DCX
-0.016220185282800597,0.009628285715043133,ENSG00000287826.1,ENSG00000287826,AC090994.1
